"","parameter_type","source_taxon","target_taxon","value","significance","MCMC_std"
"407","interaction","OTU 18","OTU 7",-1.19191125896495e-15,NA,NA
"408","interaction","OTU 18","OTU 8",-8.94444422644782e-15,NA,NA
"409","interaction","OTU 18","OTU 9",-7.23406881479509e-16,NA,NA
"410","interaction","OTU 18","OTU 10",0,NA,NA
"411","interaction","OTU 18","OTU 11",-2.78304180300664e-15,NA,NA
"412","interaction","OTU 18","OTU 12",-2.77785313929023e-16,NA,NA
"413","interaction","OTU 18","OTU 13",-1.41101526432631e-14,NA,NA
"414","interaction","OTU 18","OTU 14",2.13651158440162e-15,NA,NA
"415","interaction","OTU 18","OTU 15",-2.09131971535544e-15,NA,NA
"416","interaction","OTU 18","OTU 16",0,NA,NA
"417","interaction","OTU 18","OTU 17",3.13521466819119e-17,NA,NA
"418","interaction","OTU 18","OTU 18",-3.54838912372971e-15,NA,NA
"419","interaction","OTU 18","OTU 19",-9.20802793794936e-14,NA,NA
"420","interaction","OTU 18","OTU 20",-1.11697195466308e-16,NA,NA
"421","interaction","OTU 19","OTU 0",0,NA,NA
"422","interaction","OTU 19","OTU 1",0,NA,NA
"423","interaction","OTU 19","OTU 2",0,NA,NA
"424","interaction","OTU 19","OTU 3",-4.71675832831595e-14,NA,NA
"425","interaction","OTU 19","OTU 4",0,NA,NA
"426","interaction","OTU 19","OTU 5",0,NA,NA
"427","interaction","OTU 19","OTU 6",-5.63132148037001e-14,NA,NA
"428","interaction","OTU 19","OTU 7",1.20969388708281e-15,NA,NA
"429","interaction","OTU 19","OTU 8",-7.19796980619711e-15,NA,NA
"430","interaction","OTU 19","OTU 9",3.66915060737423e-15,NA,NA
"431","interaction","OTU 19","OTU 10",0,NA,NA
"432","interaction","OTU 19","OTU 11",-1.04651090147445e-14,NA,NA
"433","interaction","OTU 19","OTU 12",3.44466702549878e-15,NA,NA
"434","interaction","OTU 19","OTU 13",4.26233668400031e-14,NA,NA
"435","interaction","OTU 19","OTU 14",3.17573555713293e-15,NA,NA
"436","interaction","OTU 19","OTU 15",9.58557466541856e-16,NA,NA
"437","interaction","OTU 19","OTU 16",0,NA,NA
"438","interaction","OTU 19","OTU 17",-5.43297786126049e-15,NA,NA
"439","interaction","OTU 19","OTU 18",4.95820934016679e-14,NA,NA
"440","interaction","OTU 19","OTU 19",1.04418455885431e-14,NA,NA
"441","interaction","OTU 19","OTU 20",-1.80356730384576e-14,NA,NA
"442","interaction","OTU 20","OTU 0",0,NA,NA
"443","interaction","OTU 20","OTU 1",8.05731903759056e-16,NA,NA
"444","interaction","OTU 20","OTU 2",0,NA,NA
"445","interaction","OTU 20","OTU 3",-2.2648991963038e-15,NA,NA
"446","interaction","OTU 20","OTU 4",0,NA,NA
"447","interaction","OTU 20","OTU 5",0,NA,NA
"448","interaction","OTU 20","OTU 6",-8.03558972387714e-16,NA,NA
"449","interaction","OTU 20","OTU 7",1.12483470353521e-15,NA,NA
"450","interaction","OTU 20","OTU 8",-4.052349414786e-15,NA,NA
"451","interaction","OTU 20","OTU 9",3.67724990240508e-15,NA,NA
"452","interaction","OTU 20","OTU 10",0,NA,NA
"453","interaction","OTU 20","OTU 11",5.88556571655729e-15,NA,NA
"454","interaction","OTU 20","OTU 12",1.89976180651951e-15,NA,NA
"455","interaction","OTU 20","OTU 13",2.67138390182577e-16,NA,NA
"456","interaction","OTU 20","OTU 14",7.90407753239681e-16,NA,NA
"457","interaction","OTU 20","OTU 15",1.66546009728519e-14,NA,NA
"458","interaction","OTU 20","OTU 16",0,NA,NA
"459","interaction","OTU 20","OTU 17",1.2634758767713e-15,NA,NA
"460","interaction","OTU 20","OTU 18",6.70943172671276e-15,NA,NA
"461","interaction","OTU 20","OTU 19",5.62619484020333e-15,NA,NA
"462","interaction","OTU 20","OTU 20",6.24183306636468e-15,NA,NA
